Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,10-04-1959,tot:,14-11-2003,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32E0164,001,32EL0021,165700,473850,332,10-04-1959,10-04-1959,10-03-1964,344,12,,99
B32E0164,001,32EL0021,165700,473850,344,10-03-1964,10-03-1964,06-12-1968,344,0,,99
B32E0164,001,32EL0021,165700,473850,344,10-03-1964,06-12-1968,15-09-1975,344,0,,104
B32E0164,001,32EL0021,165700,473850,344,10-03-1964,15-09-1975,22-08-1978,344,0,,154
B32E0164,001,32EL0021,165700,473850,344,10-03-1964,22-08-1978,23-07-1982,345,1,,110
B32E0164,001,32EL0021,165700,473850,334,23-07-1982,23-07-1982,14-12-1989,334,0,,99
B32E0164,001,32EL0021,165700,473850,309,14-12-1989,14-12-1989,01-02-1998,369,60,117,9
B32E0164,001,32EL0021,165700,473850,309,14-12-1989,01-02-1998,28-11-2003,370,61,117,9


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32E0164,001,10-04-1959,95,83,249,,,,,,
B32E0164,001,20-04-1959,120,108,224,,,,,,
B32E0164,001,11-05-1959,150,138,194,,,,,,
B32E0164,001,21-05-1959,171,159,173,,,,,,
B32E0164,001,11-06-1959,200,188,144,,,,,,
B32E0164,001,25-06-1959,212,200,132,,,,,,
B32E0164,001,09-07-1959,220,208,124,,,,,,
B32E0164,001,24-07-1959,227,215,117,,,,,,
B32E0164,001,03-08-1959,232,220,112,,,,,,
B32E0164,001,17-08-1959,230,218,114,,,,,,
B32E0164,001,02-09-1959,235,223,109,,,,,,
B32E0164,001,21-09-1959,242,230,102,,,,,,
B32E0164,001,05-10-1959,246,234,98,,,,,,
B32E0164,001,18-10-1959,249,237,95,,,,,,
B32E0164,001,04-11-1959,245,233,99,,,,,,
B32E0164,001,19-11-1959,230,218,114,,,,,,
B32E0164,001,02-12-1959,221,209,123,,,,,,
B32E0164,001,17-12-1959,219,207,125,,,,,,
B32E0164,001,05-01-1960,191,179,153,,,,,,
B32E0164,001,02-02-1960,88,76,256,,,,,,
B32E0164,001,19-02-1960,101,89,243,,,,,,
B32E0164,001,04-03-1960,111,99,233,,,,,,
B32E0164,001,21-03-1960,120,108,224,,,,,,
B32E0164,001,05-04-1960,139,127,205,,,,,,
B32E0164,001,21-04-1960,154,142,190,,,,,,
B32E0164,001,03-05-1960,170,158,174,,,,,,
B32E0164,001,19-05-1960,167,155,177,,,,,,
B32E0164,001,07-06-1960,202,190,142,,,,,,
B32E0164,001,23-06-1960,210,198,134,,,,,,
B32E0164,001,05-07-1960,213,201,131,,,,,,
B32E0164,001,21-07-1960,141,129,203,,,,,,
B32E0164,001,09-08-1960,165,153,179,,,,,,
B32E0164,001,24-08-1960,97,85,247,,,,,,
B32E0164,001,02-09-1960,75,63,269,,,,,,
B32E0164,001,15-09-1960,104,92,240,,,,,,
B32E0164,001,10-10-1960,120,108,224,,,,,,
B32E0164,001,21-10-1960,68,56,276,,,,,,
B32E0164,001,03-11-1960,56,44,288,,,,,,
B32E0164,001,22-11-1960,53,41,291,,,,,,
B32E0164,001,02-12-1960,32,20,312,,,,,,
B32E0164,001,22-12-1960,25,13,319,,,,,,
B32E0164,001,06-01-1961,50,38,294,,,,,,
B32E0164,001,19-01-1961,84,72,260,,,,,,
B32E0164,001,03-02-1961,54,42,290,,,,,,
B32E0164,001,15-02-1961,69,57,275,,,,,,
B32E0164,001,03-03-1961,61,49,283,,,,,,
B32E0164,001,16-03-1961,93,81,251,,,,,,
B32E0164,001,05-04-1961,75,63,269,,,,,,
B32E0164,001,17-04-1961,105,93,239,,,,,,
B32E0164,001,05-05-1961,134,122,210,,,,,,
B32E0164,001,18-05-1961,160,148,184,,,,,,
B32E0164,001,06-06-1961,157,145,187,,,,,,
B32E0164,001,15-06-1961,170,158,174,,,,,,
B32E0164,001,04-07-1961,181,169,163,,,,,,
B32E0164,001,14-07-1961,191,179,153,,,,,,
B32E0164,001,09-08-1961,182,170,162,,,,,,
B32E0164,001,21-08-1961,160,148,184,,,,,,
B32E0164,001,04-09-1961,152,140,192,,,,,,
B32E0164,001,14-09-1961,122,110,222,,,,,,
B32E0164,001,03-10-1961,143,131,201,,,,,,
B32E0164,001,16-10-1961,152,140,192,,,,,,
B32E0164,001,06-11-1961,80,68,264,,,,,,
B32E0164,001,17-11-1961,98,86,246,,,,,,
B32E0164,001,07-12-1961,49,37,295,,,,,,
B32E0164,001,21-12-1961,83,71,261,,,,,,
B32E0164,001,23-01-1962,49,37,295,,,,,,
B32E0164,001,08-02-1962,46,34,298,,,,,,
B32E0164,001,09-03-1962,95,83,249,,,,,,
B32E0164,001,05-04-1962,53,41,291,,,,,,
B32E0164,001,19-04-1962,54,42,290,,,,,,
B32E0164,001,08-05-1962,115,103,229,,,,,,
B32E0164,001,04-06-1962,111,99,233,,,,,,
B32E0164,001,21-06-1962,140,128,204,,,,,,
B32E0164,001,06-07-1962,162,150,182,,,,,,
B32E0164,001,27-07-1962,180,168,164,,,,,,
B32E0164,001,20-08-1962,165,153,179,,,,,,
B32E0164,001,30-08-1962,168,156,176,,,,,,
B32E0164,001,14-09-1962,149,137,195,,,,,,
B32E0164,001,28-09-1962,150,138,194,,,,,,
B32E0164,001,22-10-1962,165,153,179,,,,,,
