Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-12-2017,,,,,,,,
Gegevens beschikbaar:,14-04-1980,tot:,23-01-2013,,,,,,,,
Datum: ,18-12-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B32F0093,001,32FP0093,171740,471680,2177,20-11-1979,20-11-1979,01-02-1998,2216,39,877,677
B32F0093,001,32FP0093,171740,471680,2177,20-11-1979,01-02-1998,23-01-2013,2221,44,877,677


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B32F0093,001,14-04-1980,1199,1160,1017,,,,,,
B32F0093,001,28-04-1980,1146,1107,1070,,,,,,
B32F0093,001,14-05-1980,1197,1158,1019,,,,,,
B32F0093,001,28-05-1980,1234,1195,982,,,,,,
B32F0093,001,13-06-1980,1241,1202,975,,,,,,
B32F0093,001,27-06-1980,1237,1198,979,,,,,,
B32F0093,001,14-07-1980,1231,1192,985,,,,,,
B32F0093,001,28-07-1980,1236,1197,980,,,,,,
B32F0093,001,14-08-1980,1240,1201,976,,,,,,
B32F0093,001,28-08-1980,1247,1208,969,,,,,,
B32F0093,001,15-09-1980,1235,1196,981,,,,,,
B32F0093,001,29-09-1980,1236,1197,980,,,,,,
B32F0093,001,14-10-1980,1237,1198,979,,,,,,
B32F0093,001,28-10-1980,1232,1193,984,,,,,,
B32F0093,001,14-11-1980,1240,1201,976,,,,,,
B32F0093,001,28-11-1980,1232,1193,984,,,,,,
B32F0093,001,15-12-1980,1220,1181,996,,,,,,
B32F0093,001,29-12-1980,1218,1179,998,,,,,,
B32F0093,001,14-01-1981,1210,1171,1006,,,,,,
B32F0093,001,28-01-1981,1216,1177,1000,,,,,,
B32F0093,001,13-02-1981,1203,1164,1013,,,,,,
B32F0093,001,27-02-1981,1198,1159,1018,,,,,,
B32F0093,001,13-03-1981,1174,1135,1042,,,,,,
B32F0093,001,27-03-1981,1175,1136,1041,,,,,,
B32F0093,001,14-04-1981,1190,1151,1026,,,,,,
B32F0093,001,28-04-1981,1192,1153,1024,,,,,,
B32F0093,001,14-05-1981,1189,1150,1027,,,,,,
B32F0093,001,27-05-1981,1180,1141,1036,,,,,,
B32F0093,001,15-06-1981,1209,1170,1007,,,,,,
B32F0093,001,29-06-1981,1240,1201,976,,,,,,
B32F0093,001,14-07-1981,1232,1193,984,,,,,,
B32F0093,001,28-07-1981,1242,1203,974,,,,,,
B32F0093,001,13-08-1981,1251,1212,965,,,,,,
B32F0093,001,28-08-1981,1246,1207,970,,,,,,
B32F0093,001,14-09-1981,1250,1211,966,,,,,,
B32F0093,001,28-09-1981,1223,1184,993,,,,,,
B32F0093,001,14-10-1981,1220,1181,996,,,,,,
B32F0093,001,28-10-1981,1216,1177,1000,,,,,,
B32F0093,001,13-11-1981,1202,1163,1014,,,,,,
B32F0093,001,27-11-1981,1216,1177,1000,,,,,,
B32F0093,001,28-12-1981,1189,1150,1027,,,,,,
B32F0093,001,14-01-1982,1188,1149,1028,,,,,,
B32F0093,001,28-01-1982,1178,1139,1038,,,,,,
B32F0093,001,15-02-1982,1169,1130,1047,,,,,,
B32F0093,001,01-03-1982,1190,1151,1026,,,,,,
B32F0093,001,15-03-1982,1175,1136,1041,,,,,,
B32F0093,001,29-03-1982,1179,1140,1037,,,,,,
B32F0093,001,14-04-1982,1175,1136,1041,,,,,,
B32F0093,001,28-04-1982,1198,1159,1018,,,,,,
B32F0093,001,14-05-1982,1207,1168,1009,,,,,,
B32F0093,001,28-05-1982,1220,1181,996,,,,,,
B32F0093,001,14-06-1982,1246,1207,970,,,,,,
B32F0093,001,28-06-1982,1233,1194,983,,,,,,
B32F0093,001,14-07-1982,1257,1218,959,,,,,,
B32F0093,001,28-07-1982,1282,1243,934,,,,,,
B32F0093,001,16-08-1982,1301,1262,915,,,,,,
B32F0093,001,27-08-1982,1286,1247,930,,,,,,
B32F0093,001,14-09-1982,1287,1248,929,,,,,,
B32F0093,001,28-09-1982,1284,1245,932,,,,,,
B32F0093,001,14-10-1982,1274,1235,942,,,,,,
B32F0093,001,28-10-1982,1289,1250,927,,,,,,
B32F0093,001,15-11-1982,1292,1253,924,,,,,,
B32F0093,001,29-11-1982,1256,1217,960,,,,,,
B32F0093,001,14-12-1982,1252,1213,964,,,,,,
B32F0093,001,28-12-1982,1248,1209,968,,,,,,
B32F0093,001,14-01-1983,1240,1201,976,,,,,,
B32F0093,001,28-01-1983,1247,1208,969,,,,,,
B32F0093,001,14-02-1983,1251,1212,965,,,,,,
B32F0093,001,28-02-1983,1245,1206,971,,,,,,
B32F0093,001,14-03-1983,1286,1247,930,,,,,,
B32F0093,001,28-03-1983,1258,1219,958,,,,,,
B32F0093,001,14-04-1983,1311,1272,905,,,,,,
B32F0093,001,28-04-1983,1341,1302,875,,,,,,
B32F0093,001,16-05-1983,1321,1282,895,,,,,,
B32F0093,001,27-05-1983,1303,1264,913,,,,,,
B32F0093,001,14-06-1983,1280,1241,936,,,,,,
B32F0093,001,28-06-1983,1262,1223,954,,,,,,
B32F0093,001,14-07-1983,1259,1220,957,,,,,,
B32F0093,001,28-07-1983,1284,1245,932,,,,,,
B32F0093,001,15-08-1983,1276,1237,940,,,,,,
B32F0093,001,29-08-1983,1272,1233,944,,,,,,
B32F0093,001,14-09-1983,1258,1219,958,,,,,,
B32F0093,001,28-09-1983,1240,1201,976,,,,,,
B32F0093,001,13-10-1983,1230,1191,986,,,,,,
B32F0093,001,28-10-1983,1225,1186,991,,,,,,
B32F0093,001,14-11-1983,1225,1186,991,,,,,,
B32F0093,001,28-11-1983,1221,1182,995,,,,,,
B32F0093,001,13-12-1983,1232,1193,984,,,,,,
B32F0093,001,28-12-1983,1220,1181,996,,,,,,
B32F0093,001,13-01-1984,1230,1191,986,,,,,,
B32F0093,001,27-01-1984,1212,1173,1004,,,,,,
B32F0093,001,14-02-1984,1219,1180,997,,,,,,
B32F0093,001,28-02-1984,1202,1163,1014,,,,,,
B32F0093,001,14-03-1984,1168,1129,1048,,,,,,
B32F0093,001,28-03-1984,1153,1114,1063,,,,,,
B32F0093,001,13-04-1984,1152,1113,1064,,,,,,
B32F0093,001,27-04-1984,1175,1136,1041,,,,,,
B32F0093,001,14-05-1984,1178,1139,1038,,,,,,
B32F0093,001,28-05-1984,1172,1133,1044,,,,,,
B32F0093,001,14-06-1984,1183,1144,1033,,,,,,
B32F0093,001,28-06-1984,1175,1136,1041,,,,,,
B32F0093,001,13-07-1984,1174,1135,1042,,,,,,
B32F0093,001,27-07-1984,1167,1128,1049,,,,,,
B32F0093,001,14-08-1984,1200,1161,1016,,,,,,
B32F0093,001,28-08-1984,1238,1199,978,,,,,,
B32F0093,001,14-09-1984,1220,1181,996,,,,,,
B32F0093,001,27-09-1984,1215,1176,1001,,,,,,
B32F0093,001,15-10-1984,1203,1164,1013,,,,,,
B32F0093,001,29-10-1984,1209,1170,1007,,,,,,
B32F0093,001,14-11-1984,1192,1153,1024,,,,,,
B32F0093,001,28-11-1984,1183,1144,1033,,,,,,
B32F0093,001,14-12-1984,1183,1144,1033,,,,,,
B32F0093,001,28-12-1984,1192,1153,1024,,,,,,
B32F0093,001,14-01-1985,1193,1154,1023,,,,,,
B32F0093,001,28-01-1985,1193,1154,1023,,,,,,
B32F0093,001,14-02-1985,1195,1156,1021,,,,,,
B32F0093,001,28-02-1985,1194,1155,1022,,,,,,
B32F0093,001,14-03-1985,1195,1156,1021,,,,,,
B32F0093,001,28-03-1985,1174,1135,1042,,,,,,
B32F0093,001,15-04-1985,1163,1124,1053,,,,,,
B32F0093,001,29-04-1985,1176,1137,1040,,,,,,
B32F0093,001,13-05-1985,1186,1147,1030,,,,,,
B32F0093,001,28-05-1985,1202,1163,1014,,,,,,
B32F0093,001,14-06-1985,1207,1168,1009,,,,,,
B32F0093,001,28-06-1985,1189,1150,1027,,,,,,
B32F0093,001,12-07-1985,1189,1150,1027,,,,,,
B32F0093,001,29-07-1985,1192,1153,1024,,,,,,
B32F0093,001,14-08-1985,1192,1153,1024,,,,,,
B32F0093,001,28-08-1985,1191,1152,1025,,,,,,
B32F0093,001,13-09-1985,1188,1149,1028,,,,,,
B32F0093,001,27-09-1985,1189,1150,1027,,,,,,
B32F0093,001,14-10-1985,1188,1149,1028,,,,,,
B32F0093,001,28-10-1985,1211,1172,1005,,,,,,
B32F0093,001,14-11-1985,1207,1168,1009,,,,,,
B32F0093,001,28-11-1985,1211,1172,1005,,,,,,
B32F0093,001,13-12-1985,1213,1174,1003,,,,,,
B32F0093,001,24-12-1985,1219,1180,997,,,,,,
B32F0093,001,14-01-1986,1203,1164,1013,,,,,,
B32F0093,001,28-01-1986,1206,1167,1010,,,,,,
B32F0093,001,14-02-1986,1200,1161,1016,,,,,,
B32F0093,001,28-02-1986,1190,1151,1026,,,,,,
B32F0093,001,14-03-1986,1174,1135,1042,,,,,,
B32F0093,001,27-03-1986,1176,1137,1040,,,,,,
B32F0093,001,14-04-1986,1171,1132,1045,,,,,,
B32F0093,001,28-04-1986,1182,1143,1034,,,,,,
B32F0093,001,14-05-1986,1179,1140,1037,,,,,,
B32F0093,001,28-05-1986,1201,1162,1015,,,,,,
B32F0093,001,13-06-1986,1192,1153,1024,,,,,,
B32F0093,001,30-06-1986,1234,1195,982,,,,,,
B32F0093,001,15-07-1986,1253,1214,963,,,,,,
B32F0093,001,28-07-1986,1253,1214,963,,,,,,
B32F0093,001,14-08-1986,1262,1223,954,,,,,,
B32F0093,001,28-08-1986,1256,1217,960,,,,,,
B32F0093,001,15-09-1986,1259,1220,957,,,,,,
B32F0093,001,29-09-1986,1263,1224,953,,,,,,
B32F0093,001,14-10-1986,1270,1231,946,,,,,,
B32F0093,001,28-10-1986,1274,1235,942,,,,,,
B32F0093,001,14-11-1986,1277,1238,939,,,,,,
B32F0093,001,28-11-1986,1273,1234,943,,,,,,
B32F0093,001,12-12-1986,1280,1241,936,,,,,,
B32F0093,001,28-12-1986,1271,1232,945,,,,,,
B32F0093,001,14-01-1987,1278,1239,938,,,,,,
B32F0093,001,28-01-1987,1255,1216,961,,,,,,
B32F0093,001,13-02-1987,1230,1191,986,,,,,,
B32F0093,001,27-02-1987,1222,1183,994,,,,,,
B32F0093,001,13-03-1987,1214,1175,1002,,,,,,
B32F0093,001,27-03-1987,1184,1145,1032,,,,,,
B32F0093,001,14-04-1987,1136,1097,1080,,,,,,
B32F0093,001,28-04-1987,1212,1173,1004,,,,,,
B32F0093,001,14-05-1987,1225,1186,991,,,,,,
